Date,PE,ey
2018-10-19,22.598,4.735
2018-10-22,22.501,4.756
2018-10-23,22.377,4.782
2018-10-24,21.686,4.934
2018-10-25,22.09,4.844
2018-10-26,21.707,4.929
2018-10-29,21.565,4.962
2018-10-30,21.903,4.886
2018-10-31,22.14,4.833
2018-11-01,20.67,4.807
2018-11-02,22.233,4.837
2018-11-05,22.357,4.81
2018-11-06,22.497,4.78
2018-11-07,22.974,4.681
2018-11-08,22.917,4.693
2018-11-09,22.706,4.736
2018-11-12,"	",4.832
2018-11-13,22.226,4.839
2018-11-14,22.057,4.876
2018-11-15,22.291,4.825
2018-11-16,22.341,4.814
2018-11-19,21.969,4.895
2018-11-20,21.57,4.986
2018-11-21,21.636,4.971
2018-11-23,21.494,5.003
2018-11-26,21.828,4.927
2018-11-27,21.899,4.911
2018-11-28,22.402,4.801
2018-11-29,22.353,4.811
2018-11-30,22.536,4.772
2018-12-01,19.39,"	"
2018-12-03,22.782,4.745
2018-12-04,22.045,4.903
2018-12-06,22.011,4.911
2018-12-07,21.498,5.028
2018-12-10,21.536,5.019
2018-12-11,21.528,5.021
2018-12-12,20.332,4.994
2018-12-13,20.328,4.995
2018-12-14,19.94,5.092
2018-12-17,19.526,5.2
2018-12-18,19.527,5.2
2018-12-19,19.227,5.281
2018-12-20,18.923,5.366
2018-12-21,18.534,5.478
2018-12-24,18.031,5.631
2018-12-26,18.926,5.365
2018-12-27,19.088,5.319
2018-12-28,19.064,5.326
2018-12-31,19.226,5.281
2019-01-01,19.6,"	"
2019-01-02,19.25,5.301
2019-01-03,18.774,5.436
2019-01-04,19.418,5.255
2019-01-07,19.554,5.219
2019-01-08,19.744,5.169
2019-01-09,19.825,5.147
2019-01-10,19.914,5.124
2019-01-11,19.911,5.125
2019-01-14,19.807,5.152
2019-01-15,20.019,5.097
2019-01-16,20.064,5.086
2019-01-17,20.216,5.048
2019-01-18,20.482,4.982
2019-01-22,20.192,5.054
2019-01-23,20.237,5.043
2019-01-24,20.265,5.036
2019-01-25,"	",4.993
2019-01-28,20.276,5.033
2019-01-29,20.247,5.04
2019-01-30,20.562,4.963
2019-01-31,20.739,4.921
2019-02-01,20.6,4.941
2019-02-04,20.898,4.907
2019-02-05,20.996,4.884
2019-02-06,20.95,4.895
2019-02-07,20.754,4.942
2019-02-08,20.768,4.938
2019-02-11,20.782,4.935
2019-02-12,21.05,4.872
2019-02-13,21.114,4.857
2019-02-14,21.058,4.87
2019-02-15,21.287,4.818
2019-02-19,21.319,4.81
2019-02-20,21.357,4.802
2019-02-21,21.281,4.819
2019-02-22,21.418,4.788
2019-02-25,21.444,4.782
2019-02-26,21.427,4.786
2019-02-27,21.416,4.789
2019-02-28,21.355,4.802
2019-03-01,20.86,4.793
2019-03-04,21.419,4.812
2019-03-05,21.395,4.817
2019-03-06,20.712,4.849
2019-03-07,20.544,4.889
2019-03-08,20.5,4.899
2019-03-11,20.8,4.828
2019-03-12,20.862,4.814
2019-03-13,21.007,4.781
2019-03-14,20.989,4.785
2019-03-15,21.093,4.761
2019-03-18,21.171,4.744
2019-03-19,21.169,4.744
2019-03-20,21.106,4.758
2019-03-21,21.335,4.707
2019-03-22,"	",4.798
2019-03-25,20.913,4.802
2019-03-26,21.063,4.768
2019-03-27,20.965,4.79
2019-03-28,21.041,4.773
2019-03-29,21.182,4.741
2019-04-01,21.56,4.687
2019-04-02,21.428,4.687
2019-04-03,21.704,4.677
2019-04-04,21.749,4.667
2019-04-05,21.85,4.646
2019-04-08,21.873,4.641
2019-04-09,21.74,4.669
2019-04-10,21.816,4.653
2019-04-11,21.817,4.653
2019-04-12,21.961,4.622
2019-04-15,21.947,4.625
2019-04-16,21.958,4.623
2019-04-17,21.908,4.633
2019-04-18,21.943,4.626
2019-04-22,21.965,4.621
2019-04-23,22.159,4.581
2019-04-24,22.111,4.591
2019-04-25,22.103,4.593
2019-04-26,22.206,4.571
2019-04-29,22.23,4.566
2019-04-30,22.251,4.562
2019-05-01,21.15,4.597
2019-05-02,22.037,4.606
2019-05-03,22.25,4.562
2019-05-06,22.15,4.583
2019-05-07,21.406,4.66
2019-05-08,21.372,4.667
2019-05-09,21.307,4.702
2019-05-10,21.386,4.685
2019-05-13,20.87,4.8
2019-05-14,21.038,4.762
2019-05-15,21.161,4.735
2019-05-16,21.349,4.693
2019-05-17,21.224,4.72
2019-05-20,21.081,4.752
2019-05-21,21.26,4.712
2019-05-22,21.2,4.726
2019-05-23,20.947,4.783
2019-05-24,20.976,4.776
2019-05-28,20.8,4.817
2019-05-29,20.656,4.85
2019-05-30,20.7,4.84
2019-05-31,20.426,4.905
2019-06-01,21.37,"	"
2019-06-03,20.37,4.929
2019-06-04,20.807,4.825
2019-06-05,20.976,4.786
2019-06-06,21.105,4.757
2019-06-07,21.327,4.708
2019-06-10,21.426,4.686
2019-06-11,21.419,4.688
2019-06-12,21.375,4.697
2019-06-13,21.462,4.678
2019-06-14,21.428,4.686
2019-06-17,21.448,4.681
2019-06-18,21.656,4.636
2019-06-19,21.721,4.622
2019-06-20,21.927,4.579
2019-06-21,21.899,4.585
2019-06-24,21.861,4.593
2019-06-25,21.654,4.637
2019-06-26,21.627,4.642
2019-06-27,21.709,4.625
2019-06-28,21.834,4.598
2019-07-01,22.28,4.537
2019-07-02,22.066,4.524
2019-07-03,22.236,4.49
2019-07-05,22.196,4.498
2019-07-08,22.088,4.52
2019-07-09,22.172,4.514
2019-07-10,22.272,4.494
2019-07-11,22.322,4.483
2019-07-12,22.426,4.463
2019-07-15,22.429,4.462
2019-07-16,22.353,4.477
2019-07-17,22.207,4.507
2019-07-18,22.287,4.491
2019-07-19,22.149,4.519
2019-07-22,"	",4.506
2019-07-23,22.364,4.475
2019-07-24,22.469,4.454
2019-07-25,22.35,4.478
2019-07-26,22.516,4.445
2019-07-29,22.479,4.452
2019-07-30,22.421,4.464
2019-07-31,22.177,4.513
2019-08-01,21.67,4.527
2019-08-02,21.817,4.561
2019-08-05,21.168,4.701
2019-08-06,21.443,4.64
2019-08-07,"	",4.637
2019-08-08,21.862,4.551
2019-08-09,21.718,4.581
2019-08-12,21.453,4.636
2019-08-13,21.775,4.569
2019-08-14,21.137,4.706
2019-08-15,21.189,4.695
2019-08-16,21.495,4.628
2019-08-19,21.755,4.573
2019-08-20,21.583,4.609
2019-08-21,21.761,4.571
2019-08-22,21.75,4.574
2019-08-23,21.185,4.696
2019-08-26,21.418,4.645
2019-08-27,21.35,4.66
2019-08-28,"	",4.629
2019-08-29,21.762,4.571
2019-08-30,21.776,4.568
2019-09-01,22.44,"	"
2019-09-03,21.626,4.573
2019-09-04,21.86,4.524
2019-09-05,22.145,4.466
2019-09-06,22.165,4.462
2019-09-09,22.163,4.462
2019-09-10,22.17,4.461
2019-09-11,22.33,4.429
2019-09-12,22.394,4.416
2019-09-13,22.378,4.419
2019-09-16,22.308,4.433
2019-09-17,22.366,4.422
2019-09-18,22.373,4.42
2019-09-19,22.374,4.42
2019-09-20,22.264,4.442
2019-09-23,22.262,4.442
2019-09-24,22.075,4.48
2019-09-25,22.211,4.452
2019-09-26,22.157,4.463
2019-09-27,22.039,4.487
2019-09-30,22.15,4.465
2019-10-01,22.04,4.595
2019-10-02,21.487,4.678
2019-10-03,21.658,4.641
2019-10-04,21.966,4.576
2019-10-07,21.868,4.597
2019-10-08,21.527,4.669
2019-10-09,21.723,4.627
2019-10-10,21.863,4.598
2019-10-11,22.102,4.548
2019-10-14,22.071,4.554
2019-10-15,22.291,4.509
2019-10-16,22.246,4.519
2019-10-17,22.308,4.506
2019-10-18,22.22,4.524
2019-10-21,22.373,4.493
2019-10-22,22.293,4.509
2019-10-23,22.357,4.496
2019-10-24,22.4,4.488
2019-10-25,22.491,4.469
2019-10-28,22.616,4.445
2019-10-29,22.598,4.448
2019-10-30,22.524,4.434
2019-10-31,22.456,4.447
2019-11-01,22.62,4.476
2019-11-04,22.756,4.46
2019-11-05,22.73,4.465
2019-11-06,22.745,4.462
2019-11-07,22.808,4.45
2019-11-08,22.866,4.438
2019-11-11,22.821,4.447
2019-11-12,22.857,4.44
2019-11-13,22.873,4.437
2019-11-14,22.892,4.433
2019-11-15,23.068,4.399
2019-11-18,23.08,4.397
2019-11-19,23.066,4.4
2019-11-20,22.98,4.416
2019-11-21,22.943,4.423
2019-11-22,22.993,4.414
2019-11-25,23.166,4.381
2019-11-26,23.217,4.371
2019-11-27,23.314,4.353
2019-11-29,23.22,4.371
2019-12-01,22.78,"	"
2019-12-02,23.02,4.479
2019-12-03,22.867,4.509
2019-12-04,23.011,4.481
2019-12-05,23.046,4.474
2019-12-06,23.257,4.433
2019-12-09,23.183,4.447
2019-12-10,23.158,4.452
2019-12-11,23.225,4.439
2019-12-12,23.424,4.402
2019-12-13,23.426,4.401
2019-12-16,23.593,4.37
2019-12-17,23.601,4.369
2019-12-18,23.591,4.371
2019-12-19,23.696,4.351
2019-12-20,23.813,4.33
2019-12-23,23.834,4.326
2019-12-24,24.245,4.327
2019-12-26,24.369,4.305
2019-12-27,24.37,4.305
2019-12-30,24.229,4.33
2019-12-31,24.301,4.317
2020-01-01,24.88,"	"
2020-01-02,24.504,4.045
2020-01-03,24.331,4.074
2020-01-06,24.417,4.06
2020-01-07,24.349,4.071
2020-01-08,24.468,4.051
2020-01-09,24.631,4.024
2020-01-10,24.561,4.036
2020-01-13,24.732,4.008
2020-01-14,24.695,4.014
2020-01-15,24.741,4.007
2020-01-16,24.948,3.973
2020-01-17,25.044,3.958
2020-01-21,24.978,3.969
2020-01-22,24.985,3.967
2020-01-23,25.013,3.963
2020-01-24,24.787,3.999
2020-01-27,24.397,4.063
2020-01-28,24.643,4.023
2020-01-29,24.621,4.026
2020-01-30,24.698,4.014
2020-01-31,24.261,4.086
2020-02-01,26.42,"	"
2020-02-03,24.437,3.82
2020-02-04,24.803,3.764
2020-02-05,25.082,3.722
2020-02-06,25.166,3.709
2020-02-07,"	",3.727
2020-02-10,25.213,3.7
2020-02-11,"	",3.694
2020-02-12,25.419,3.67
2020-02-13,25.378,3.676
2020-02-14,25.424,3.67
2020-02-18,25.35,3.68
2020-02-19,25.469,3.663
2020-02-20,25.372,3.677
2020-02-21,25.105,3.716
2020-02-24,24.264,3.845
2020-02-25,23.529,3.965
2020-02-26,23.44,3.98
2020-02-27,22.405,4.164
2020-02-28,22.221,4.199
2020-03-01,22.8,"	"
2020-03-02,23.244,3.764
2020-03-03,22.59,3.873
2020-03-04,23.544,3.716
2020-03-05,22.745,3.847
2020-03-06,22.357,3.914
2020-03-09,20.659,4.235
2020-03-10,21.679,4.036
2020-03-11,20.62,4.243
2020-03-12,18.658,4.69
2020-03-13,20.391,4.291
2020-03-16,17.948,4.875
2020-03-17,19.024,4.599
2020-03-18,18.038,4.851
2020-03-19,18.123,4.828
2020-03-20,17.337,5.047
2020-03-23,16.829,5.199
2020-03-24,18.408,4.753
2020-03-25,18.62,4.699
2020-03-26,19.782,4.423
2020-03-27,19.116,4.577
2020-03-30,19.757,4.429
2020-03-31,19.44,4.501
2020-04-01,24.97,4.505
2020-04-02,19.006,4.405
2020-04-03,18.719,4.472
2020-04-06,20.035,4.178
2020-04-07,19.042,4.185
2020-04-08,19.691,4.047
2020-04-09,19.976,3.99
2020-04-13,19.774,4.03
2020-04-14,20.406,3.911
2020-04-15,19.957,3.999
2020-04-16,20.073,3.976
2020-04-17,20.611,3.872
2020-04-20,20.242,3.942
2020-04-21,19.621,4.067
2020-04-22,20.071,3.976
2020-04-23,20.06,3.978
2020-04-24,20.339,3.924
2020-04-27,20.639,3.867
2020-04-28,20.531,3.887
2020-04-29,21.076,3.786
2020-04-30,20.882,3.822
2020-05-01,27.82,3.707
2020-05-04,20.382,3.691
2020-05-05,20.567,3.658
2020-05-06,20.423,3.684
2020-05-07,20.658,3.642
2020-05-08,21.007,3.581
2020-05-11,21.01,3.581
2020-05-12,20.579,3.656
2020-05-13,20.219,3.721
2020-05-14,20.452,3.679
2020-05-15,20.533,3.664
2020-05-18,21.18,3.552
2020-05-19,20.957,3.59
2020-05-20,21.306,3.531
2020-05-21,21.141,3.559
2020-05-22,21.191,3.55
2020-05-26,21.451,3.507
2020-05-27,21.769,3.456
2020-05-28,21.723,3.463
2020-05-29,21.828,3.447
2020-06-01,31.29,3.247
2020-06-02,22.089,3.221
2020-06-03,22.391,3.178
2020-06-04,22.316,3.188
2020-06-05,22.9,3.107
2020-06-08,23.176,3.07
2020-06-09,22.995,3.094
2020-06-10,27.4,3.111
2020-06-11,25.785,3.305
2020-06-12,26.121,3.263
2020-06-15,26.338,3.236
2020-06-16,26.838,3.176
2020-06-17,26.741,3.187
2020-06-18,26.757,3.185
2020-06-19,26.606,3.203
2020-06-22,26.779,3.183
2020-06-23,26.894,3.169
2020-06-24,26.199,3.253
2020-06-25,26.486,3.218
2020-06-26,25.844,3.298
2020-06-29,26.224,3.25
2020-06-30,26.628,3.201
2020-07-01,32.44,3.231
2020-07-02,26.883,3.217
2020-07-06,27.31,3.166
2020-07-07,27.015,3.201
2020-07-08,27.226,3.176
2020-07-09,27.072,3.194
2020-07-10,27.356,3.161
2020-07-13,27.1,3.191
2020-07-14,27.463,3.149
2020-07-15,27.712,3.12
2020-07-16,27.618,3.131
2020-07-17,27.697,3.122
2020-07-20,27.93,3.096
2020-07-21,27.976,3.091
2020-07-22,28.137,3.073
2020-07-23,27.791,3.112
2020-07-24,27.619,3.131
2020-07-27,27.823,3.108
2020-07-28,27.643,3.128
2020-07-29,27.986,3.09
2020-07-30,27.881,3.101
2020-07-31,28.095,3.078
2020-08-01,34.41,"	"
2020-08-03,28.297,2.992
2020-08-04,28.399,2.981
2020-08-05,28.582,2.962
2020-08-06,28.765,2.943
2020-08-07,28.784,2.941
2020-08-10,28.863,2.933
2020-08-11,28.633,2.956
2020-08-12,29.033,2.916
2020-08-13,28.974,2.922
2020-08-14,34.955,2.922
2020-08-17,35.05,2.914
2020-08-18,35.131,2.908
2020-08-19,34.976,2.92
2020-08-20,35.087,2.911
2020-08-21,35.207,2.901
2020-08-24,35.561,2.872
2020-08-25,35.689,2.862
2020-08-26,36.053,2.833
2020-08-27,36.113,2.828
2020-08-28,36.356,2.81
2020-08-31,36.276,2.816
2020-09-01,34.27,2.785
2020-09-02,37.111,2.743
2020-09-03,35.807,2.843
2020-09-04,35.516,2.866
2020-09-08,34.53,2.948
2020-09-09,35.226,2.89
2020-09-10,34.607,2.941
2020-09-11,34.625,2.94
2020-09-14,35.066,2.903
2020-09-15,35.249,2.888
2020-09-16,35.086,2.901
2020-09-17,34.791,2.926
2020-09-18,34.402,2.959
2020-09-21,34.004,2.994
2020-09-22,34.362,2.962
2020-09-23,33.547,3.034
2020-09-24,33.647,3.025
2020-09-25,34.184,2.978
2020-09-28,34.735,2.931
2020-09-29,34.568,2.945
2020-09-30,34.853,2.921
2020-10-01,35.3,2.865
2020-10-02,34.702,2.893
2020-10-05,35.326,2.842
2020-10-06,34.832,2.882
2020-10-07,35.438,2.833
2020-10-08,35.722,2.81
2020-10-09,36.036,2.786
2020-10-12,36.628,2.741
2020-10-13,36.397,2.758
2020-10-14,36.156,2.776
2020-10-15,36.101,2.781
2020-10-16,36.105,2.78
2020-10-19,35.516,2.826
2020-10-20,35.684,2.813
2020-10-21,35.605,2.819
2020-10-22,35.791,2.805
2020-10-23,34.923,2.795
2020-10-26,34.274,2.848
2020-10-27,34.17,2.857
2020-10-28,32.964,2.961
2020-10-29,33.358,2.926
2020-10-30,32.953,2.962
2020-11-01,37.17,"	"
2020-11-02,33.359,2.885
2020-11-03,33.952,2.834
2020-11-04,34.702,2.773
2020-11-05,35.377,2.72
2020-11-06,35.367,2.721
2020-11-09,35.781,2.689
2020-11-10,35.73,2.693
2020-11-11,36.004,2.673
2020-11-12,35.645,2.7
2020-11-13,36.13,2.663
2020-11-16,36.551,2.633
2020-11-17,37.416,2.645
2020-11-18,36.983,2.676
2020-11-19,37.129,2.666
2020-11-20,36.877,2.684
2020-11-23,37.085,2.669
2020-11-24,37.684,2.627
2020-11-25,37.625,2.631
2020-11-27,36.825,2.625
2020-11-30,36.656,2.637
2020-12-01,39.26,2.57
2020-12-02,37.136,2.566
2020-12-03,37.113,2.567
2020-12-04,37.44,2.545
2020-12-07,37.368,2.55
2020-12-08,37.472,2.543
2020-12-09,37.174,2.563
2020-12-10,37.127,2.566
2020-12-11,37.08,2.569
2020-12-14,36.918,2.581
2020-12-15,37.395,2.548
2020-12-16,37.461,2.543
2020-12-17,37.677,2.529
2020-12-18,37.545,2.538
2020-12-21,37.398,2.548
2020-12-22,37.32,2.553
2020-12-23,37.348,2.551
2020-12-24,37.48,2.542
2020-12-28,37.807,2.52
2020-12-29,37.723,2.526
2020-12-30,37.774,2.522
2020-12-31,38.017,2.506
2021-01-01,35.96,"	"
2021-01-04,37.456,2.851
2021-01-05,37.721,2.831
2021-01-06,37.937,2.814
2021-01-07,38.5,2.773
2021-01-08,38.711,2.758
2021-01-11,38.458,2.776
2021-01-12,38.474,2.775
2021-01-13,38.789,2.769
2021-01-14,38.643,2.779
2021-01-15,38.365,2.799
2021-01-19,38.678,2.777
2021-01-20,39.217,2.739
2021-01-21,39.229,2.738
2021-01-22,39.111,2.746
2021-01-25,39.252,2.736
2021-01-26,39.194,2.74
2021-01-27,38.187,2.812
2021-01-28,38.56,2.785
2021-01-29,37.816,2.84
2021-02-01,33.24,3.096
2021-02-02,38.957,3.054
2021-02-03,38.996,3.051
2021-02-04,39.419,3.018
2021-02-05,39.573,3.006
2021-02-08,39.866,2.984
2021-02-09,39.821,2.987
2021-02-10,39.807,2.988
2021-02-11,39.874,2.983
2021-02-12,40.061,2.969
2021-02-16,40.039,2.971
2021-02-17,40.026,2.972
2021-02-18,39.849,2.985
2021-02-19,39.775,2.991
2021-02-22,39.468,3.014
2021-02-23,39.517,3.01
2021-02-24,39.966,2.976
2021-02-25,38.987,3.051
2021-02-26,38.802,3.066
2021-03-01,30.5,3.286
2021-03-02,39.404,3.312
2021-03-03,42.095,3.356
2021-03-04,41.53,3.402
2021-03-05,42.34,3.337
2021-03-08,42.113,3.355
2021-03-09,42.709,3.308
2021-03-10,42.967,3.288
2021-03-11,43.413,3.254
2021-03-12,43.458,3.251
2021-03-15,43.74,3.23
2021-03-16,43.671,3.235
2021-03-17,43.797,3.226
2021-03-18,43.15,3.274
2021-03-19,43.124,3.276
2021-03-22,43.427,3.253
2021-03-23,43.096,3.278
2021-03-24,42.86,3.296
2021-03-25,43.085,3.279
2021-03-26,43.801,3.226
2021-03-29,43.763,3.228
2021-03-30,43.625,3.239
2021-03-31,43.783,3.227
2021-04-01,31.356,3.189
2021-04-05,44.941,3.144
2021-04-06,43.275,3.147
2021-04-07,43.339,3.142
2021-04-08,43.522,3.129
2021-04-09,43.858,3.105
2021-04-12,43.849,3.106
2021-04-13,43.994,3.095
2021-04-14,"	",3.108
2021-04-15,44.3,3.074
2021-04-16,44.46,3.063
2021-04-19,44.224,3.079
2021-04-20,43.923,3.1
2021-04-21,44.332,3.072
2021-04-22,43.924,3.1
2021-04-23,44.404,3.067
2021-04-26,44.483,3.061
2021-04-27,44.473,3.062
2021-04-28,44.436,3.065
2021-04-29,44.736,3.044
2021-04-30,44.414,3.066
2021-05-01,32.704,"	"
2021-05-03,44.536,3.058
2021-05-04,44.239,3.078
2021-05-05,44.27,3.076
2021-05-06,44.632,3.051
2021-05-07,44.965,3.029
2021-05-10,44.496,3.061
2021-05-11,44.11,3.088
2021-05-12,43.164,3.155
2021-05-13,43.69,3.117
2021-05-14,44.341,3.072
2021-05-17,44.229,3.079
2021-05-18,43.852,3.106
2021-05-19,43.723,3.115
2021-05-20,44.185,3.082
2021-05-21,44.15,3.085
2021-05-24,44.588,3.055
2021-05-25,44.493,3.061
2021-05-26,44.577,3.055
2021-05-27,44.628,3.052
2021-05-28,44.663,3.049
2021-06-01,32.777,3.051
2021-06-02,32.794,3.046
2021-06-03,32.675,3.058
2021-06-04,32.964,3.031
2021-06-07,32.937,3.033
2021-06-08,32.943,3.033
2021-06-09,32.883,3.038
2021-06-10,33.036,3.024
2021-06-11,33.1,3.018
2021-06-14,"	",3.013
2021-06-15,33.094,3.019
2021-06-16,32.915,3.035
2021-06-17,32.901,3.037
2021-06-18,32.469,3.077
2021-06-21,32.924,3.034
2021-06-22,33.093,3.019
2021-06-23,33.057,3.022
2021-06-24,33.249,3.005
2021-06-25,33.36,2.995
2021-06-28,33.437,2.988
2021-06-29,33.446,2.987
2021-06-30,33.49,2.983
2021-07-01,33.697,2.968
2021-07-02,33.918,2.946
2021-07-06,33.849,2.952
2021-07-07,33.963,2.942
2021-07-08,33.704,2.967
2021-07-09,34.084,2.934
2021-07-12,34.201,2.924
2021-07-13,34.081,2.934
2021-07-14,"	",2.931
2021-07-15,34.01,2.94
2021-07-16,33.753,2.963
2021-07-19,33.218,3.01
2021-07-20,33.721,2.965
2021-07-21,33.999,2.941
2021-07-22,34.068,2.935
2021-07-23,34.413,2.906
2021-07-26,34.495,2.899
2021-07-27,34.333,2.913
2021-07-28,34.326,2.913
2021-07-29,34.471,2.901
2021-07-30,34.284,2.917
2021-08-01,34.221,"	"
2021-08-02,34.221,2.922
2021-08-03,34.502,2.898
2021-08-04,34.342,2.912
