Date,PE,ey
2015-01-27,"	",4.991
2015-01-28,"	",5.059
2015-01-29,"	",5.011
2015-01-30,"	",5.077
2015-02-01,20.77,"	"
2015-02-02,"	",4.962
2015-02-03,"	",4.891
2015-02-04,"	",4.912
2015-02-05,"	",4.862
2015-02-06,"	",4.878
2015-02-09,"	",4.899
2015-02-10,"	",4.847
2015-02-11,"	",4.847
2015-02-12,"	",4.801
2015-02-13,"	",4.782
2015-02-17,"	",4.774
2015-02-18,"	",4.775
2015-02-19,"	",4.781
2015-02-20,"	",4.751
2015-02-23,"	",4.753
2015-02-24,"	",4.74
2015-02-25,"	",4.743
2015-02-26,"	",4.75
2015-02-27,"	",4.765
2015-03-01,20.96,"	"
2015-03-02,"	",4.687
2015-03-03,"	",4.709
2015-03-04,"	",4.73
2015-03-05,"	",4.724
2015-03-06,"	",4.792
2015-03-09,"	",4.773
2015-03-10,"	",4.855
2015-03-11,"	",4.865
2015-03-12,"	",4.804
2015-03-13,"	",4.833
2015-03-16,"	",4.769
2015-03-17,"	",4.785
2015-03-18,"	",4.727
2015-03-19,"	",4.75
2015-03-20,"	",4.708
2015-03-23,"	",4.716
2015-03-24,"	",4.745
2015-03-25,"	",4.816
2015-03-26,"	",4.827
2015-03-27,"	",4.816
2015-03-30,"	",4.757
2015-03-31,"	",4.8
2015-04-01,21.42,4.748
2015-04-02,"	",4.732
2015-04-06,"	",4.701
2015-04-07,"	",4.71
2015-04-08,"	",4.698
2015-04-09,"	",4.677
2015-04-10,"	",4.653
2015-04-13,"	",4.674
2015-04-14,"	",4.666
2015-04-15,"	",4.642
2015-04-16,"	",4.646
2015-04-17,"	",4.699
2015-04-20,"	",4.656
2015-04-21,"	",4.663
2015-04-22,"	",4.64
2015-04-23,"	",4.629
2015-04-24,"	",4.618
2015-04-27,"	",4.637
2015-04-28,"	",4.625
2015-04-29,"	",4.642
2015-04-30,"	",4.69
2015-05-01,21.92,4.571
2015-05-04,"	",4.557
2015-05-05,"	",4.612
2015-05-06,"	",4.632
2015-05-07,"	",4.615
2015-05-08,"	",4.554
2015-05-11,"	",4.577
2015-05-12,"	",4.59
2015-05-13,"	",4.592
2015-05-14,"	",4.543
2015-05-15,"	",4.539
2015-05-18,"	",4.526
2015-05-19,"	",4.529
2015-05-20,"	",4.533
2015-05-21,"	",4.522
2015-05-22,"	",4.532
2015-05-26,"	",4.579
2015-05-27,"	",4.538
2015-05-28,"	",4.544
2015-05-29,"	",4.572
2015-06-01,22.12,4.494
2015-06-02,"	",4.499
2015-06-03,"	",4.489
2015-06-04,"	",4.528
2015-06-05,"	",4.535
2015-06-08,"	",4.565
2015-06-09,"	",4.563
2015-06-10,"	",4.508
2015-06-11,"	",4.501
2015-06-12,"	",4.532
2015-06-15,"	",4.553
2015-06-16,"	",4.528
2015-06-17,"	",4.519
2015-06-18,"	",4.474
2015-06-19,"	",4.498
2015-06-22,"	",4.471
2015-06-23,"	",4.468
2015-06-24,"	",4.501
2015-06-25,"	",4.515
2015-06-26,"	",4.516
2015-06-29,"	",4.613
2015-06-30,"	",4.6
2015-07-01,22.4,4.5
2015-07-02,"	",4.502
2015-07-06,"	",4.519
2015-07-07,"	",4.492
2015-07-08,"	",4.568
2015-07-09,"	",4.558
2015-07-10,"	",4.502
2015-07-13,"	",4.453
2015-07-14,"	",4.433
2015-07-15,"	",4.436
2015-07-16,"	",4.401
2015-07-17,"	",4.396
2015-07-20,"	",4.393
2015-07-21,"	",4.412
2015-07-22,"	",4.422
2015-07-23,"	",4.447
2015-07-24,"	",4.495
2015-07-27,"	",4.522
2015-07-28,"	",4.466
2015-07-29,"	",4.434
2015-07-30,"	",4.434
2015-07-31,"	",4.444
2015-08-01,22.15,"	"
2015-08-03,"	",4.389
2015-08-04,"	",4.399
2015-08-05,"	",4.385
2015-08-06,"	",4.419
2015-08-07,"	",4.432
2015-08-10,"	",4.376
2015-08-11,"	",4.418
2015-08-12,"	",4.414
2015-08-13,"	",4.42
2015-08-14,"	",4.402
2015-08-17,"	",4.38
2015-08-18,"	",4.391
2015-08-19,"	",4.428
2015-08-20,"	",4.523
2015-08-21,"	",4.672
2015-08-24,"	",4.864
2015-08-25,"	",4.93
2015-08-26,"	",4.745
2015-08-27,"	",4.633
2015-08-28,"	",4.63
2015-08-31,"	",4.669
2015-09-01,21.45,4.737
2015-09-02,"	",4.652
2015-09-03,"	",4.647
2015-09-04,"	",4.719
2015-09-08,"	",4.603
2015-09-09,"	",4.668
2015-09-10,"	",4.644
2015-09-11,"	",4.623
2015-09-14,"	",4.642
2015-09-15,"	",4.583
2015-09-16,"	",4.544
2015-09-17,"	",4.555
2015-09-18,"	",4.63
2015-09-21,"	",4.609
2015-09-22,"	",4.667
2015-09-23,"	",4.676
2015-09-24,"	",4.692
2015-09-25,"	",4.694
2015-09-28,"	",4.818
2015-09-29,"	",4.812
2015-09-30,"	",4.722
2015-10-01,22.68,4.641
2015-10-02,"	",4.575
2015-10-05,"	",4.493
2015-10-06,"	",4.509
2015-10-07,"	",4.473
2015-10-08,"	",4.434
2015-10-09,"	",4.431
2015-10-12,"	",4.425
2015-10-13,"	",4.456
2015-10-14,"	",4.477
2015-10-15,"	",4.411
2015-10-16,"	",4.391
2015-10-19,"	",4.39
2015-10-20,"	",4.396
2015-10-21,"	",4.422
2015-10-22,"	",4.35
2015-10-23,"	",4.302
2015-10-26,"	",4.311
2015-10-27,"	",4.322
2015-10-28,"	",4.271
2015-10-29,"	",4.273
2015-10-30,"	",4.294
2015-11-01,23.67,"	"
2015-11-02,"	",4.178
2015-11-03,"	",4.167
2015-11-04,"	",4.182
2015-11-05,"	",4.186
2015-11-06,"	",4.188
2015-11-09,"	",4.229
2015-11-10,"	",4.223
2015-11-11,"	",4.237
2015-11-12,"	",4.297
2015-11-13,"	",4.345
2015-11-16,"	",4.282
2015-11-17,"	",4.287
2015-11-18,"	",4.219
2015-11-19,"	",4.224
2015-11-20,"	",4.208
2015-11-23,"	",4.213
2015-11-24,"	",4.208
2015-11-25,"	",4.208
2015-11-27,"	",4.206
2015-11-30,"	",4.226
2015-12-01,23.74,4.115
2015-12-02,"	",4.161
2015-12-03,"	",4.222
2015-12-04,"	",4.137
2015-12-07,"	",4.166
2015-12-08,"	",4.193
2015-12-09,"	",4.226
2015-12-10,"	",4.216
2015-12-11,"	",4.3
2015-12-14,"	",4.28
2015-12-15,"	",4.235
2015-12-16,"	",4.174
2015-12-17,"	",4.238
2015-12-18,"	",4.315
2015-12-21,"	",4.281
2015-12-22,"	",4.244
2015-12-23,"	",4.192
2015-12-24,"	",4.198
2015-12-28,"	",4.208
2015-12-29,"	",4.163
2015-12-30,"	",4.194
2015-12-31,"	",4.233
2016-01-01,22.18,"	"
2016-01-04,"	",4.298
2016-01-05,"	",4.289
2016-01-06,"	",4.346
2016-01-07,"	",4.452
2016-01-08,"	",4.5
2016-01-11,"	",4.497
2016-01-12,"	",4.462
2016-01-13,"	",4.576
2016-01-14,"	",4.501
2016-01-15,"	",4.6
2016-01-19,"	",4.598
2016-01-20,"	",4.652
2016-01-21,"	",4.628
2016-01-22,"	",4.536
2016-01-25,"	",4.608
2016-01-26,"	",4.544
2016-01-27,"	",4.594
2016-01-28,"	",4.569
2016-01-29,"	",4.458
2016-02-01,22.02,4.459
2016-02-02,"	",4.544
2016-02-03,"	",4.521
2016-02-04,"	",4.514
2016-02-05,"	",4.599
2016-02-08,"	",4.665
2016-02-09,"	",4.668
2016-02-10,"	",4.669
2016-02-11,"	",4.728
2016-02-12,"	",4.637
2016-02-16,"	",4.562
2016-02-17,"	",4.488
2016-02-18,"	",4.509
2016-02-19,"	",4.509
2016-02-22,"	",4.445
2016-02-23,"	",4.501
2016-02-24,"	",4.481
2016-02-25,"	",4.43
2016-02-26,"	",4.439
2016-02-29,"	",4.475
2016-03-01,23.39,4.369
2016-03-02,"	",4.351
2016-03-03,"	",4.336
2016-03-04,"	",4.322
2016-03-07,"	",4.318
2016-03-08,"	",4.367
2016-03-09,"	",4.345
2016-03-10,"	",4.345
2016-03-11,"	",4.275
2016-03-14,"	",4.28
2016-03-15,"	",4.288
2016-03-16,"	",4.264
2016-03-17,"	",4.236
2016-03-18,"	",4.217
2016-03-21,"	",4.213
2016-03-22,"	",4.217
2016-03-23,"	",4.244
2016-03-24,"	",4.246
2016-03-28,"	",4.243
2016-03-29,"	",4.206
2016-03-30,"	",4.188
2016-03-31,"	",4.197
2016-04-01,23.97,4.178
2016-04-04,"	",4.191
2016-04-05,"	",4.234
2016-04-06,"	",4.19
2016-04-07,"	",4.241
2016-04-08,"	",4.229
2016-04-11,"	",4.241
2016-04-12,"	",4.2
2016-04-13,"	",4.159
2016-04-14,"	",4.158
2016-04-15,"	",4.162
2016-04-18,"	",4.135
2016-04-19,"	",4.122
2016-04-20,"	",4.119
2016-04-21,"	",4.141
2016-04-22,"	",4.14
2016-04-25,"	",4.148
2016-04-26,"	",4.14
2016-04-27,"	",4.133
2016-04-28,"	",4.172
2016-04-29,"	",4.193
2016-05-01,23.81,"	"
2016-05-02,"	",4.168
2016-05-03,"	",4.205
2016-05-04,"	",4.23
2016-05-05,"	",4.231
2016-05-06,"	",4.218
2016-05-09,"	",4.214
2016-05-10,"	",4.162
2016-05-11,"	",4.203
2016-05-12,"	",4.203
2016-05-13,"	",4.239
2016-05-16,"	",4.198
2016-05-17,"	",4.238
2016-05-18,"	",4.237
2016-05-19,"	",4.253
2016-05-20,"	",4.227
2016-05-23,"	",4.236
2016-05-24,"	",4.179
2016-05-25,"	",4.15
2016-05-26,"	",4.151
2016-05-27,"	",4.133
2016-05-31,"	",4.137
2016-06-01,23.97,4.14
2016-06-02,"	",4.129
2016-06-03,"	",4.141
2016-06-06,"	",4.121
2016-06-07,"	",4.115
2016-06-08,"	",4.102
2016-06-09,"	",4.109
2016-06-10,"	",4.147
2016-06-13,"	",4.181
2016-06-14,"	",4.188
2016-06-15,"	",4.196
2016-06-16,"	",4.183
2016-06-17,"	",4.197
2016-06-20,"	",4.172
2016-06-21,"	",4.161
2016-06-22,"	",4.168
2016-06-23,"	",4.113
2016-06-24,"	",4.266
2016-06-27,"	",4.345
2016-06-28,"	",4.269
2016-06-29,"	",4.197
2016-06-30,"	",4.141
2016-07-01,24.52,4.167
2016-07-05,"	",4.196
2016-07-06,"	",4.174
2016-07-07,"	",4.178
2016-07-08,"	",4.115
2016-07-11,"	",4.101
2016-07-12,"	",4.072
2016-07-13,"	",4.072
2016-07-14,"	",4.05
2016-07-15,"	",4.054
2016-07-18,"	",4.045
2016-07-19,"	",4.05
2016-07-20,"	",4.033
2016-07-21,"	",4.048
2016-07-22,"	",4.029
2016-07-25,"	",4.042
2016-07-26,"	",4.04
2016-07-27,"	",4.045
2016-07-28,"	",4.039
2016-07-29,"	",4.032
2016-08-01,24.57,4.071
2016-08-02,24.928,4.097
2016-08-03,25.006,4.084
2016-08-04,25.012,4.083
2016-08-05,25.227,4.048
2016-08-08,25.204,4.052
2016-08-09,25.214,4.05
2016-08-10,25.141,4.062
2016-08-11,25.26,4.043
2016-08-12,25.24,4.046
2016-08-15,25.311,4.035
2016-08-16,25.172,4.057
2016-08-17,25.245,4.05
2016-08-18,"	",4.041
2016-08-19,25.265,4.046
2016-08-22,25.25,4.049
2016-08-23,25.3,4.041
2016-08-24,"	",4.062
2016-08-25,25.133,4.068
2016-08-26,25.093,4.074
2016-08-29,"	",4.053
2016-08-30,25.175,4.061
2016-08-31,25.115,4.071
2016-09-01,24.22,4.104
2016-09-02,25.22,4.087
2016-09-06,25.295,4.075
2016-09-07,25.291,4.075
2016-09-08,25.235,4.084
2016-09-09,"	",4.187
2016-09-12,24.977,4.126
2016-09-13,24.607,4.188
2016-09-14,"	",4.191
2016-09-15,24.841,4.149
2016-09-16,"	",4.165
2016-09-19,"	",4.165
2016-09-20,24.754,4.164
2016-09-21,"	",4.119
2016-09-22,25.187,4.092
2016-09-23,"	",4.116
2016-09-26,"	",4.151
2016-09-27,24.988,4.125
2016-09-28,25.12,4.103
2016-09-29,24.886,4.142
2016-09-30,25.084,4.109
2016-10-01,23.57,"	"
2016-10-03,25.002,4.206
2016-10-04,24.878,4.227
2016-10-05,24.985,4.209
2016-10-06,24.997,4.207
2016-10-07,24.916,4.221
2016-10-10,25.031,4.202
2016-10-11,24.719,4.255
2016-10-12,24.748,4.25
2016-10-13,24.671,4.263
2016-10-14,24.676,4.262
2016-10-17,24.601,4.275
2016-10-18,24.616,4.249
2016-10-19,24.67,4.24
2016-10-20,24.636,4.245
2016-10-21,24.634,4.246
2016-10-24,24.751,4.226
2016-10-25,24.657,4.242
2016-10-26,24.614,4.249
2016-10-27,"	",4.262
2016-10-28,24.464,4.275
2016-10-31,24.461,4.276
2016-11-01,23.35,4.391
2016-11-02,24.136,4.42
2016-11-03,"	",4.44
2016-11-04,23.99,4.447
2016-11-07,24.523,4.35
2016-11-08,24.615,4.334
2016-11-09,24.888,4.287
2016-11-10,24.936,4.278
2016-11-11,24.902,4.284
2016-11-14,24.899,4.285
2016-11-15,25.085,4.253
2016-11-16,25.045,4.26
2016-11-17,25.162,4.24
2016-11-18,25.102,4.25
2016-11-21,25.29,4.218
2016-11-22,25.344,4.209
2016-11-23,25.365,4.206
2016-11-25,25.464,4.19
2016-11-28,25.33,4.212
2016-11-29,25.364,4.206
2016-11-30,25.297,4.217
2016-12-01,23.76,4.315
2016-12-02,25.218,4.314
2016-12-05,25.365,4.289
2016-12-06,25.451,4.274
2016-12-07,25.786,4.218
2016-12-08,25.842,4.209
2016-12-09,25.996,4.184
2016-12-12,25.966,4.189
2016-12-13,26.136,4.162
2016-12-14,25.924,4.196
2016-12-15,"	",4.18
2016-12-16,25.979,4.187
2016-12-19,26.03,4.179
2016-12-20,26.125,4.164
2016-12-21,26.061,4.174
2016-12-22,"	",4.182
2016-12-23,26.045,4.177
2016-12-27,26.103,4.167
2016-12-28,"	",4.202
2016-12-29,25.877,4.204
2016-12-30,25.757,4.223
2017-01-01,23.59,"	"
2017-01-03,25.976,4.272
2017-01-04,26.125,4.248
2017-01-05,26.104,4.251
2017-01-06,26.196,4.236
2017-01-09,26.103,4.251
2017-01-10,"	",4.251
2017-01-11,"	",4.239
2017-01-12,26.121,4.249
2017-01-13,26.169,4.241
2017-01-17,26.092,4.253
2017-01-18,26.138,4.246
2017-01-19,"	",4.261
2017-01-20,26.131,4.247
2017-01-23,26.061,4.258
2017-01-24,26.232,4.231
2017-01-25,26.442,4.197
2017-01-26,26.423,4.2
2017-01-27,26.4,4.204
2017-01-30,"	",4.229
2017-01-31,26.218,4.233
2017-02-01,23.68,4.316
2017-02-02,26.241,4.313
2017-02-03,25.788,4.282
2017-02-06,25.733,4.291
2017-02-07,"	",4.29
2017-02-08,25.757,4.287
2017-02-09,25.905,4.263
2017-02-10,25.997,4.248
2017-02-13,26.134,4.225
2017-02-14,26.238,4.209
2017-02-15,26.369,4.188
2017-02-16,26.347,4.191
2017-02-17,26.391,4.184
2017-02-21,26.55,4.159
2017-02-22,26.522,4.164
2017-02-23,26.533,4.162
2017-02-24,26.572,4.156
2017-02-27,26.6,4.151
2017-02-28,26.531,4.162
2017-03-01,23.6,4.186
2017-03-02,26.736,4.21
2017-03-03,26.75,4.208
2017-03-06,26.662,4.222
2017-03-07,26.584,4.235
2017-03-08,26.524,4.244
2017-03-09,"	",4.241
2017-03-10,26.631,4.227
2017-03-13,26.641,4.225
2017-03-14,26.551,4.24
2017-03-15,26.774,4.205
2017-03-16,26.73,4.211
2017-03-17,26.695,4.217
2017-03-20,26.641,4.225
2017-03-21,26.311,4.279
2017-03-22,26.36,4.27
2017-03-23,26.332,4.275
2017-03-24,26.31,4.279
2017-03-27,26.283,4.283
2017-03-28,"	",4.252
2017-03-29,26.503,4.248
2017-03-30,26.581,4.235
2017-03-31,"	",4.245
2017-04-01,23.24,"	"
2017-04-03,26.477,4.304
2017-04-04,"	",4.302
2017-04-05,26.411,4.315
2017-04-06,26.462,4.307
2017-04-07,26.44,4.31
2017-04-10,26.458,4.307
2017-04-11,26.42,4.313
2017-04-12,26.321,4.33
2017-04-13,26.142,4.359
2017-04-17,26.367,4.322
2017-04-18,26.29,4.335
2017-04-19,26.245,4.342
2017-04-20,26.443,4.31
2017-04-21,26.363,4.323
2017-04-24,26.649,4.276
2017-04-25,26.811,4.251
2017-04-26,26.798,4.253
2017-04-27,26.813,4.25
2017-04-28,26.762,4.258
2017-05-01,23.31,4.303
2017-05-02,26.84,4.298
2017-05-03,26.806,4.304
2017-05-04,26.821,4.301
2017-05-05,"	",4.284
2017-05-08,26.932,4.284
2017-05-09,26.904,4.288
2017-05-10,26.935,4.283
2017-05-11,"	",4.292
2017-05-12,26.837,4.299
2017-05-15,26.965,4.278
2017-05-16,26.947,4.281
2017-05-17,26.457,4.361
2017-05-18,26.554,4.345
2017-05-19,26.734,4.315
2017-05-22,26.872,4.293
2017-05-23,26.921,4.285
2017-05-24,26.988,4.275
2017-05-25,27.108,4.256
2017-05-26,27.117,4.254
2017-05-30,27.084,4.26
2017-05-31,27.072,4.262
2017-06-01,23.4,4.281
2017-06-02,27.378,4.265
2017-06-05,27.344,4.27
2017-06-06,25.694,4.282
2017-06-07,25.734,4.275
2017-06-08,25.741,4.274
2017-06-09,25.719,4.278
2017-06-12,25.694,4.282
2017-06-13,25.81,4.263
2017-06-14,25.784,4.267
2017-06-15,25.727,4.276
2017-06-16,25.734,4.275
2017-06-19,25.949,4.24
2017-06-20,25.775,4.268
2017-06-21,25.76,4.271
2017-06-22,25.748,4.273
2017-06-23,25.788,4.266
2017-06-26,25.797,4.265
2017-06-27,25.588,4.299
2017-06-28,25.814,4.262
2017-06-29,25.592,4.299
2017-06-30,25.631,4.292
2017-07-01,23.36,"	"
2017-07-03,25.69,4.324
2017-07-05,25.728,4.318
2017-07-06,25.487,4.359
2017-07-07,25.65,4.331
2017-07-10,"	",4.327
2017-07-11,25.653,4.331
2017-07-12,"	",4.299
2017-07-13,25.889,4.291
2017-07-14,26.01,4.271
2017-07-17,26.009,4.271
2017-07-18,26.024,4.269
2017-07-19,"	",4.246
2017-07-20,26.16,4.247
2017-07-21,26.151,4.248
2017-07-24,26.123,4.253
2017-07-25,26.199,4.24
2017-07-26,26.207,4.239
2017-07-27,26.181,4.243
2017-07-28,26.146,4.249
2017-07-31,26.127,4.252
2017-08-01,23.16,4.283
2017-08-02,24.704,4.281
2017-08-03,24.65,4.29
2017-08-04,24.697,4.282
2017-08-07,24.737,4.275
2017-08-08,24.678,4.285
2017-08-09,"	",4.287
2017-08-10,24.312,4.35
2017-08-11,24.343,4.344
2017-08-14,24.587,4.301
2017-08-15,24.575,4.303
2017-08-16,"	",4.297
2017-08-17,24.23,4.365
2017-08-18,24.185,4.373
2017-08-21,24.213,4.368
2017-08-22,"	",4.325
2017-08-23,24.37,4.34
2017-08-24,24.319,4.349
2017-08-25,24.36,4.341
2017-08-28,"	",4.339
2017-08-29,24.392,4.336
2017-08-30,24.505,4.316
2017-08-31,24.645,4.291
2017-09-01,23.28,4.324
2017-09-04,"	",4.324
2017-09-05,24.507,4.357
2017-09-06,24.584,4.343
2017-09-07,24.58,4.344
2017-09-08,24.543,4.35
2017-09-11,24.809,4.304
2017-09-12,24.893,4.289
2017-09-13,"	",4.286
2017-09-14,24.884,4.291
2017-09-15,24.93,4.283
2017-09-18,24.966,4.277
2017-09-19,24.994,4.272
2017-09-20,25.01,4.269
2017-09-21,24.934,4.282
2017-09-22,24.95,4.279
2017-09-25,24.894,4.289
2017-09-26,24.896,4.289
2017-09-27,24.998,4.271
2017-09-28,25.028,4.266
2017-09-29,25.121,4.25
2017-10-01,23.67,"	"
2017-10-02,25.218,4.271
2017-10-03,25.273,4.261
2017-10-04,25.304,4.256
2017-10-05,25.447,4.232
2017-10-06,25.42,4.237
2017-10-09,25.374,4.244
2017-10-10,"	",4.235
2017-10-11,25.479,4.227
2017-10-12,25.436,4.234
2017-10-13,25.458,4.23
2017-10-16,25.502,4.223
2017-10-17,"	",4.22
2017-10-18,25.539,4.217
2017-10-19,25.547,4.216
2017-10-20,25.678,4.194
2017-10-23,25.576,4.211
2017-10-24,25.617,4.204
2017-10-25,25.498,4.224
2017-10-26,25.53,4.218
2017-10-27,25.736,4.185
2017-10-30,25.654,4.198
2017-10-31,25.678,4.194
2017-11-01,23.81,4.224
2017-11-02,25.724,4.223
2017-11-03,24.878,4.21
2017-11-06,24.91,4.205
2017-11-07,24.905,4.206
2017-11-08,24.941,4.199
2017-11-09,24.847,4.215
2017-11-10,24.825,4.219
2017-11-13,24.849,4.215
2017-11-14,24.792,4.225
2017-11-15,24.655,4.248
2017-11-16,24.857,4.214
2017-11-17,24.792,4.225
2017-11-20,24.823,4.219
2017-11-21,24.986,4.192
2017-11-22,24.967,4.195
2017-11-23,"	",4.195
2017-11-24,25.018,4.186
2017-11-27,25.009,4.188
2017-11-28,25.255,4.147
2017-11-29,25.246,4.149
2017-11-30,25.453,4.115
2017-12-01,24.25,4.159
2017-12-04,25.374,4.163
2017-12-05,25.279,4.179
2017-12-06,25.277,4.179
2017-12-07,25.351,4.167
2017-12-08,25.49,4.144
2017-12-11,25.572,4.131
2017-12-12,25.612,4.124
2017-12-13,25.599,4.126
2017-12-14,25.495,4.143
2017-12-15,25.724,4.106
2017-12-18,25.862,4.085
2017-12-19,25.778,4.098
2017-12-20,25.757,4.101
2017-12-21,25.808,4.093
2017-12-22,25.796,4.095
2017-12-25,"	",4.095
2017-12-26,25.769,4.099
2017-12-27,25.789,4.096
2017-12-28,25.837,4.088
2017-12-29,25.703,4.11
2018-01-01,24.97,4.179
2018-01-02,"	",4.145
2018-01-03,26.082,4.118
2018-01-04,26.187,4.102
2018-01-05,"	",4.073
2018-01-08,26.415,4.066
2018-01-09,26.45,4.061
2018-01-10,26.42,4.066
2018-01-11,26.606,4.037
2018-01-12,26.786,4.01
2018-01-15,"	",4.01
2018-01-16,25.928,4.024
2018-01-17,26.173,3.987
2018-01-18,26.13,3.993
2018-01-19,26.245,3.976
2018-01-22,26.457,3.944
2018-01-23,26.514,3.935
2018-01-24,26.499,3.938
2018-01-25,26.515,3.935
2018-01-26,26.829,3.889
2018-01-29,26.649,3.916
2018-01-30,26.358,3.959
2018-01-31,26.371,3.957
2018-02-01,23.82,4.025
2018-02-02,25.795,4.112
2018-02-05,24.738,4.288
2018-02-06,25.169,4.215
2018-02-07,25.044,4.236
2018-02-08,24.103,4.401
2018-02-09,24.463,4.336
2018-02-12,24.804,4.277
2018-02-13,24.869,4.266
2018-02-14,25.202,4.209
2018-02-15,25.506,4.159
2018-02-16,25.516,4.157
2018-02-20,25.367,4.182
2018-02-21,25.227,4.205
2018-02-22,25.252,4.201
2018-02-23,25.657,4.135
2018-02-26,25.958,4.087
2018-02-27,25.628,4.139
2018-02-28,25.344,4.186
2018-03-01,23.41,4.311
2018-03-02,23.355,4.289
2018-03-05,23.613,4.243
2018-03-06,23.675,4.231
2018-03-07,23.664,4.234
2018-03-08,23.77,4.215
2018-03-09,24.183,4.143
2018-03-12,24.152,4.148
2018-03-13,23.998,4.175
2018-03-14,23.861,4.199
2018-03-15,23.842,4.202
2018-03-16,23.883,4.195
2018-03-19,23.544,4.255
2018-03-20,23.578,4.249
2018-03-21,23.535,4.257
2018-03-22,22.943,4.367
2018-03-23,22.462,4.46
2018-03-26,23.072,4.342
2018-03-27,22.673,4.419
2018-03-28,22.607,4.431
2018-03-29,22.918,4.371
2018-04-01,22.53,"	"
2018-04-02,22.406,4.562
2018-04-03,22.689,4.505
2018-04-04,22.951,4.454
2018-04-05,23.109,4.423
2018-04-06,22.602,4.523
2018-04-09,22.678,4.508
2018-04-10,23.057,4.433
2018-04-11,22.93,4.458
2018-04-12,23.119,4.422
2018-04-13,23.052,4.434
2018-04-16,23.239,4.399
2018-04-17,23.487,4.352
2018-04-18,23.506,4.349
2018-04-19,23.372,4.374
2018-04-20,23.172,4.411
2018-04-23,23.174,4.411
2018-04-24,22.863,4.471
2018-04-25,22.905,4.463
2018-04-26,23.144,4.417
2018-04-27,23.17,4.412
2018-04-30,22.981,4.448
2018-05-01,22.49,4.525
2018-05-02,22.873,4.558
2018-05-03,22.822,4.568
2018-05-04,23.114,4.51
2018-05-07,23.194,4.495
2018-05-08,23.188,4.496
2018-05-09,23.412,4.453
2018-05-10,23.632,4.412
2018-05-11,23.672,4.404
2018-05-14,23.693,4.4
2018-05-15,23.531,4.43
2018-05-16,23.626,4.413
2018-05-17,23.606,4.416
2018-05-18,23.544,4.428
2018-05-21,23.718,4.396
2018-05-22,23.643,4.409
2018-05-23,23.72,4.395
2018-05-24,23.672,4.404
2018-05-25,23.617,4.414
2018-05-29,23.343,4.466
2018-05-30,23.64,4.41
2018-05-31,23.477,4.441
2018-06-01,22.49,4.479
2018-06-04,23.838,4.459
2018-06-05,23.855,4.456
2018-06-06,24.059,4.418
2018-06-07,24.042,4.421
2018-06-08,24.117,4.407
2018-06-11,24.143,4.403
2018-06-12,24.185,4.395
2018-06-13,24.088,4.413
2018-06-14,24.147,4.402
2018-06-15,24.123,4.406
2018-06-18,24.071,4.416
2018-06-19,23.975,4.434
2018-06-20,24.016,4.426
2018-06-21,23.863,4.454
2018-06-22,23.908,4.446
2018-06-25,23.58,4.508
2018-06-26,23.632,4.498
2018-06-27,23.428,4.537
2018-06-28,23.573,4.509
2018-06-29,23.591,4.506
2018-07-01,22.33,"	"
2018-07-02,23.663,4.589
2018-07-03,23.546,4.611
2018-07-05,23.749,4.572
2018-07-06,23.951,4.534
2018-07-09,24.162,4.494
2018-07-10,24.246,4.478
2018-07-11,24.074,4.51
2018-07-12,24.284,4.471
2018-07-13,24.311,4.466
2018-07-16,24.286,4.471
2018-07-17,24.382,4.453
2018-07-18,24.435,4.444
2018-07-19,24.294,4.461
2018-07-20,24.271,4.466
2018-07-23,24.315,4.457
2018-07-24,24.432,4.436
2018-07-25,24.654,4.396
2018-07-26,24.579,4.41
2018-07-27,24.418,4.439
2018-07-30,24.278,4.464
2018-07-31,24.396,4.443
2018-08-01,22.37,4.541
2018-08-02,24.491,4.519
2018-08-03,24.605,4.498
2018-08-06,24.692,4.482
2018-08-07,24.761,4.469
2018-08-08,24.755,4.47
2018-08-09,24.719,4.477
2018-08-10,24.543,4.509
2018-08-13,24.445,4.527
2018-08-14,24.601,4.498
2018-08-15,24.414,4.533
2018-08-16,24.608,4.497
2018-08-17,24.689,4.482
2018-08-20,24.749,4.471
2018-08-21,24.8,4.462
2018-08-22,24.791,4.464
2018-08-23,24.749,4.472
2018-08-24,24.902,4.444
2018-08-27,25.093,4.41
2018-08-28,25.1,4.409
2018-08-29,25.243,4.384
2018-08-30,25.131,4.403
2018-08-31,25.134,4.403
2018-09-01,22.25,"	"
2018-09-04,25.093,4.501
2018-09-05,25.023,4.514
2018-09-06,24.931,4.53
2018-09-07,24.876,4.541
2018-09-10,24.923,4.532
2018-09-11,25.016,4.515
2018-09-12,25.025,4.513
2018-09-13,25.157,4.49
2018-09-14,25.164,4.488
2018-09-17,25.024,4.514
2018-09-18,25.159,4.49
2018-09-19,25.19,4.484
2018-09-20,25.388,4.449
2018-09-21,25.378,4.451
2018-09-24,25.289,4.466
2018-09-25,25.256,4.472
2018-09-26,25.173,4.487
2018-09-27,25.243,4.475
2018-09-28,25.242,4.475
2018-10-01,21.25,4.481
2018-10-02,25.324,4.483
2018-10-03,25.342,4.48
2018-10-04,25.135,4.517
2018-10-05,24.996,4.542
2018-10-08,"	",4.544
2018-10-09,"	",4.55
2018-10-10,24.131,4.705
2018-10-11,23.635,4.804
2018-10-12,23.97,4.736
2018-10-15,22.459,4.764
2018-10-16,22.942,4.664
2018-10-17,22.936,4.665
2018-10-18,22.606,4.733
